PURCHASE_ORDER_NUMBER,PO_CREATED_DATE,SUPPLIER_NUMBER,SUPPLIER_NAME,PO_ITEM_COUNT,PO_VALUE_ETB,CONTRACT_AGREEMENT_RECEIVED_FROM_SUPPLIER_DATE,LC_CAD_OPENED_DATE,FIRST_INBOUND_DELIVERY_CREATED_DATE,LATEST_INBOUND_DELIVERY_CREATED_DATE,INBOUND_DELIVERY_COUNT,FIRST_PARTIAL_GRV_DATE,LATEST_GRV_DATE,FULL_DELIVERY_DATE,GRV_ROW_COUNT,DISTINCT_GRV_PO_ITEM_COUNT,SCHEDULE_LINE_COUNT,SCHEDULED_QUANTITY,RECEIVED_QUANTITY,REDUCED_OR_CANCELLED_QUANTITY,OPEN_QUANTITY,CURRENT_MILESTONE_STATUS,CONTRACT_TO_PO_DAYS,PO_TO_LC_CAD_OPEN_DAYS,LC_CAD_OPEN_TO_INBOUND_CREATED_DAYS,INBOUND_CREATED_TO_PARTIAL_GRV_DAYS,PARTIAL_GRV_TO_FULL_DELIVERY_DAYS,LEADTIME_DATA_QUALITY_STATUS,REPORTING_CURRENCY
4500010940,2026-04-07,20000382,Jiangying Jinfeng Medical Equipment,3,"121,409,550.37",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],3,"464,039",0,0,"464,039",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500004690,2025-05-16,20000439,Sakar Healthcare Limited,1,"120,730,386.59",[NULL],2025-07-16,2025-09-30,2025-11-03,2,2025-10-02,2025-11-11,2025-11-11,72,1,1,"121,868","121,866","121,866",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],61,76,2,40,VALID,ETB
4500003955,2025-03-26,20000346,Elsmed Healthcare Solutions Ltd.,1,"119,698,556",[NULL],2025-12-02,2026-06-08,2026-06-08,1,[NULL],[NULL],[NULL],[NULL],[NULL],4,4,0,1,3,AWAITING_RECEIPT,[NULL],251,188,[NULL],[NULL],VALID,ETB
4500003992,2025-03-29,20000346,Elsmed Healthcare Solutions Ltd.,1,"119,698,556",[NULL],2025-12-02,2026-06-08,2026-06-08,1,[NULL],[NULL],[NULL],[NULL],[NULL],6,6,0,1,5,AWAITING_RECEIPT,[NULL],248,188,[NULL],[NULL],VALID,ETB
4500003994,2025-03-29,20000346,Elsmed Healthcare Solutions Ltd.,1,"119,698,556",[NULL],2025-12-02,2026-02-23,2026-02-23,1,[NULL],[NULL],[NULL],[NULL],[NULL],4,4,0,1,3,AWAITING_RECEIPT,[NULL],248,83,[NULL],[NULL],VALID,ETB
4500001108,2024-07-20,10000750,Pharmacure Plc.,3,"119,653,310",[NULL],[NULL],2024-08-30,2025-05-23,18,2024-09-02,2025-05-23,[NULL],51,2,3,"1,067,927","398,753","398,753","270,421",PARTIALLY_RECEIVED_WITH_GRV_DATE,[NULL],[NULL],[NULL],3,[NULL],VALID,ETB
4500003993,2025-03-29,20000346,Elsmed Healthcare Solutions Ltd.,1,"119,528,012",[NULL],2025-12-02,2026-05-27,2026-05-27,1,2026-05-28,2026-05-28,[NULL],1,1,4,4,1,1,2,PARTIALLY_RECEIVED_WITH_GRV_DATE,[NULL],248,176,1,[NULL],VALID,ETB
4500001527,2024-09-14,20000331,Bharat Serum And Vacciness Ltd,1,"117,877,368.63",[NULL],2024-12-11,2024-12-24,2024-12-24,1,2024-12-30,2024-12-30,2024-12-30,9,1,1,"50,044","50,044","50,044",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],88,13,6,0,VALID,ETB
4500006358,2025-08-11,20000334,Boston Medical Fze.,1,"117,527,008",[NULL],2025-11-01,2026-01-23,2026-01-23,1,2026-02-03,2026-02-03,2026-02-03,1,1,1,1,1,1,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],82,83,11,0,VALID,ETB
4500006360,2025-08-11,20000334,Boston Medical Fze.,1,"117,527,008",[NULL],2025-11-01,2026-01-23,2026-01-23,1,2026-02-03,2026-02-03,2026-02-03,1,1,1,1,1,1,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],82,83,11,0,VALID,ETB
4500000833,2024-06-29,10000750,Pharmacure Plc.,3,"117,393,785",[NULL],[NULL],2024-08-22,2025-03-24,6,2024-08-22,2025-03-25,[NULL],11,2,3,"1,048,279","75,474","75,474","897,331",PARTIALLY_RECEIVED_WITH_GRV_DATE,[NULL],[NULL],[NULL],0,[NULL],VALID,ETB
4500011418,2026-05-13,20000229,Hexagon Nutrition (International) P,1,"117,335,379.38",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"16,045",0,0,"16,045",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500002137,2024-10-31,20000257,Spot Medical Equipment FZE,1,"116,749,237.75",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,458,0,0,458,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500006390,2025-08-12,20000330,Beximco Pharmaceuticals Ltd,1,"116,656,071.01",2025-04-16,2025-10-17,2026-02-19,2026-02-19,1,2026-02-27,2026-02-27,2026-02-27,7,1,1,"188,592","188,591","188,591",0,FULLY_DELIVERED_WITH_GRV_DATE,118,66,125,8,0,VALID,ETB
4500007468,2025-10-08,20000215,ATMOS MedizinTechnik GmbH & Co. KG,1,"116,071,258.42",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,429,0,0,429,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000700,2024-06-21,10000744,Ethiopian Pharmaceuticals Manufactu,6,"115,993,998.31",[NULL],[NULL],2024-07-01,2025-05-29,17,2024-07-02,2025-05-30,2025-05-30,137,6,6,"470,470","395,130","395,130",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,332,VALID,ETB
4500004688,2025-05-16,20000433,Reyoung Pharmaceutical,1,"114,604,500.98",[NULL],2025-07-12,2025-10-22,2025-10-31,8,2025-10-24,2025-10-31,2025-10-31,63,1,1,"387,332","387,332","387,332",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],57,102,2,7,VALID,ETB
4500009175,2026-01-01,10001161,GLOCARE PHARMAMANUFACTURING PLC,4,"114,505,611.79",[NULL],[NULL],2026-01-22,2026-03-25,3,2026-01-26,2026-03-26,[NULL],25,3,4,"1,177,147","254,262","254,262","668,623",PARTIALLY_RECEIVED_WITH_GRV_DATE,[NULL],[NULL],[NULL],4,[NULL],VALID,ETB
4500005944,2025-07-07,20000323,Aurobindo Pharma,1,"114,493,969.95",2025-05-06,2025-09-22,2026-01-16,2026-01-16,4,2026-01-20,2026-01-21,2026-01-21,5,1,1,"804,768","764,700","764,700",0,FULLY_DELIVERED_WITH_GRV_DATE,62,77,116,4,1,VALID,ETB
4500006952,2025-09-14,20000410,Mylan Laboratories Ltd.,3,"113,975,579.33",[NULL],2026-02-13,2026-07-01,2026-07-01,1,[NULL],[NULL],[NULL],[NULL],[NULL],3,"139,793",0,"56,247","83,546",AWAITING_RECEIPT,[NULL],152,138,[NULL],[NULL],VALID,ETB
4500001683,2024-09-25,20000257,Spot Medical Equipment FZE,1,"113,858,981.53",[NULL],2026-01-01,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,100,0,0,100,AWAITING_SHIPMENT,[NULL],463,[NULL],[NULL],[NULL],VALID,ETB
4500000695,2024-06-20,20000229,Hexagon Nutrition (International) P,2,"113,344,392.56",[NULL],2024-12-02,2025-05-28,2025-07-07,11,2025-05-28,2025-07-07,2025-07-07,34,2,2,"56,442","56,439","56,439",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],165,177,0,40,VALID,ETB
4500007322,2025-10-01,20000249,RISE GLOBAL GMBH,15,"112,538,854.58",2025-09-10,2025-10-25,2026-03-04,2026-03-04,1,2026-03-09,2026-03-09,2026-03-09,15,15,15,"479,738","479,695","479,695",0,FULLY_DELIVERED_WITH_GRV_DATE,21,24,130,5,0,VALID,ETB
4500004027,2025-04-01,10002311,Africure PharmaceuticalManufaEthiop,3,"111,833,427",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],3,"540,339",0,0,"540,339",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001680,2024-09-25,20000012,Fenway Trading Co.Ltd,4,"111,768,860.64",[NULL],2025-06-10,2025-11-24,2025-11-26,2,2025-11-26,2025-11-27,2025-11-27,4,4,4,430,430,430,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],258,167,2,1,VALID,ETB
4500009110,2025-12-30,20000685,Guilin Pharmaceutical Co. Ltd,1,"110,750,120.36",2025-12-18,2026-04-08,2026-07-16,2026-07-16,1,[NULL],[NULL],[NULL],[NULL],[NULL],1,"471,453",0,"471,453",0,FULLY_DELIVERED_OR_REDUCED_BUT_GRV_DATE_MISSING,12,99,99,[NULL],[NULL],VALID,ETB
4500006951,2025-09-14,20000410,Mylan Laboratories Ltd.,1,"108,422,819.60",[NULL],2026-02-13,2026-07-06,2026-07-06,1,[NULL],[NULL],[NULL],[NULL],[NULL],1,"82,251",0,"32,000","50,251",AWAITING_RECEIPT,[NULL],152,143,[NULL],[NULL],VALID,ETB
4500004479,2025-05-12,10001201,The New Millennium Medical Device,1,"107,885,250",2025-04-14,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"39,231",0,0,"39,231",PO_CREATED,28,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500004524,2025-05-12,10001201,The New Millennium Medical Device,1,"107,885,250",2025-04-14,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"39,231",0,0,"39,231",PO_CREATED,28,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001765,2024-10-07,20000247,REMEDICA LTD,1,"107,711,073.36",[NULL],2024-10-08,2024-11-25,2025-04-10,3,2024-11-29,2025-04-16,2025-04-16,27,1,1,"110,000","110,000","110,000",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],1,48,4,138,VALID,ETB
4500009183,2026-01-02,10000746,Sansheng Pharmaceutical Plc,3,"107,118,085.10",[NULL],[NULL],2026-01-30,2026-05-21,8,2026-02-18,2026-05-26,[NULL],31,2,3,"681,785","253,121","253,121","175,543",PARTIALLY_RECEIVED_WITH_GRV_DATE,[NULL],[NULL],[NULL],19,[NULL],VALID,ETB
4500001586,2024-09-18,20000228,Hawam International Trading,1,"106,231,927.62",[NULL],2025-04-21,2025-08-27,2026-06-19,3,2025-08-28,2026-06-23,2026-06-23,3,1,1,"2,951","2,951","2,951",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],215,128,1,299,VALID,ETB
4500000687,2024-06-20,10000747,Cadila Pharmaceuticals -Ethiopia,3,"106,169,750.50",[NULL],[NULL],2024-08-16,2024-12-11,7,2024-08-28,2024-12-12,2024-12-12,79,3,3,"460,241","460,241","460,241",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],12,106,VALID,ETB
4500004474,2025-05-08,10000750,Pharmacure Plc.,7,"105,866,259.60",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],7,"856,140",0,0,"856,140",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500004638,2025-05-15,10000746,Sansheng Pharmaceutical Plc,7,"105,866,259.60",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],7,"856,140",0,0,"856,140",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500004635,2025-05-14,20000266,WomanCare Global Trading CIC,2,"104,976,626.68",[NULL],2026-04-28,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"2,840,090",0,0,"2,840,090",AWAITING_SHIPMENT,[NULL],349,[NULL],[NULL],[NULL],VALID,ETB
4500011423,2026-05-13,20000229,Hexagon Nutrition (International) P,1,"104,882,394.57",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"14,197",0,0,"14,197",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500003099,2025-01-25,20000239,Ningbo David Medical Device Co. Ltd,1,"104,395,998",[NULL],2025-04-17,2025-09-16,2025-09-16,1,2025-09-16,2025-09-16,2025-09-16,1,1,1,350,350,350,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],82,152,0,0,VALID,ETB
4500008374,2025-11-20,20000323,Aurobindo Pharma,1,"103,800,955.40",2025-04-06,2026-01-02,2026-06-11,2026-06-11,4,2026-06-11,2026-06-12,2026-06-12,16,1,1,"717,440","710,880","710,880",0,FULLY_DELIVERED_WITH_GRV_DATE,228,43,160,0,1,VALID,ETB
4500000966,2024-07-11,20000407,Mission Pharma,1,"103,716,001.21",[NULL],2025-04-21,2025-08-14,2025-08-14,1,2025-08-19,2025-08-19,2025-08-19,6,1,1,"48,793","47,662","47,662",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],284,115,5,0,VALID,ETB
4500000109,2024-06-13,20000246,RAPIGEN INC.,1,"103,267,979.76",[NULL],[NULL],2024-07-03,2024-07-03,1,2024-07-04,2024-07-07,2024-07-07,12,1,1,"195,900","195,900","195,900",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,3,VALID,ETB
4500001851,2024-10-10,20000688,Roche diagnostic (Pty) Ltd,129,"102,797,100.58",[NULL],[NULL],2024-10-11,2025-07-04,11,2024-10-13,2025-07-18,2025-07-18,123,119,129,"8,538","8,199","8,199",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],2,278,VALID,ETB
4500000624,2024-06-18,10000745,Humanwell Pharmaceutical Ethiopia P,4,"102,636,951.50",[NULL],[NULL],2024-06-24,2025-01-02,8,2024-07-01,2025-01-02,[NULL],47,2,4,"563,482","213,204","213,204","137,074",PARTIALLY_RECEIVED_WITH_GRV_DATE,[NULL],[NULL],[NULL],7,[NULL],VALID,ETB
4500004308,2025-04-23,10000745,Humanwell Pharmaceutical Ethiopia P,6,"102,477,594",[NULL],[NULL],2025-07-21,2026-05-19,14,2025-07-22,2026-05-20,2026-05-20,39,6,6,"716,871","359,660","359,660",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,302,VALID,ETB
4500012872,2026-07-16,20000403,Medopharm,1,"102,383,374.68",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"54,000",0,0,"54,000",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000900,2024-07-05,20000410,Mylan Laboratories Ltd.,1,"102,166,338.42",[NULL],[NULL],2024-07-06,2024-07-06,1,2024-07-07,2024-07-07,2024-07-07,7,1,1,"212,258","212,258","212,258",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,0,VALID,ETB
4500000113,2024-06-14,20000410,Mylan Laboratories Ltd.,1,"101,609,161.17",[NULL],[NULL],2024-06-14,2024-06-22,2,[NULL],[NULL],[NULL],[NULL],[NULL],1,"212,258",0,0,"212,258",AWAITING_RECEIPT,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500005832,2025-07-05,20000442,Scott Edil Pharmacia Ltd,1,"100,581,817.08",[NULL],2025-09-17,2026-01-02,2026-01-02,1,2026-01-09,2026-01-09,2026-01-09,3,1,1,"17,461","17,460","17,460",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],74,107,7,0,VALID,ETB
4500001920,2024-10-17,10001196,ABI Business Group & Med Eqp Import,2,"100,405,994",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,80,0,0,80,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000912,2024-07-05,20000397,Lupin Limited,1,"99,541,646.29",[NULL],2024-11-15,2025-01-28,2025-01-28,2,2025-02-04,2025-02-04,2025-02-04,9,1,1,"29,764","29,764","29,764",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],133,74,7,0,VALID,ETB
4500003759,2025-03-12,10000748,Addis Pharmaceutical Factory Sc.,1,"99,256,080",[NULL],[NULL],2025-04-25,2026-03-11,15,2025-04-29,2026-03-16,2026-03-16,124,1,1,"827,134","627,994","627,994",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],4,321,VALID,ETB
4500003760,2025-03-12,10000748,Addis Pharmaceutical Factory Sc.,1,"99,256,080",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"827,134",0,0,"827,134",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500004114,2025-04-08,20000428,Psychotropics India Limited,2,"99,070,864.78",[NULL],2025-07-07,2025-10-17,2026-06-03,6,2025-10-17,2026-06-08,2026-06-08,9,2,2,"985,900","985,900","985,900",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],90,102,0,234,VALID,ETB
4500001135,2024-07-23,20000330,Beximco Pharmaceuticals Ltd,1,"98,095,314.53",[NULL],2025-01-03,2025-03-13,2025-03-13,1,2025-03-18,2025-03-18,2025-03-18,7,1,1,"204,087","204,087","204,087",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],164,69,5,0,VALID,ETB
4500004294,2025-04-22,10002311,Africure PharmaceuticalManufaEthiop,1,"97,946,328",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"105,432",0,0,"105,432",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500011753,2026-05-26,20000324,Avian International,1,"97,166,409.02",2026-04-16,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"678,818",0,0,"678,818",PO_CREATED,40,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010829,2026-04-02,20000535,"Contec Medical Systems Co., Ltd",3,"97,149,754.33",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],3,"3,584",0,0,"3,584",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001930,2024-10-17,20000213,Adonai Trading FZE,1,"96,699,537.31",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,17,0,0,17,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001585,2024-09-18,20000228,Hawam International Trading,1,"96,643,154.79",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"2,951",0,0,"2,951",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500011425,2026-05-13,20000229,Hexagon Nutrition (International) P,1,"96,600,844.65",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"13,076",0,0,"13,076",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001798,2024-10-08,20000070,Kay And Company,3,"96,422,412.24",[NULL],2024-11-13,2025-01-24,2025-10-23,5,2025-02-11,2025-10-23,2025-10-23,36,3,3,"1,200,000","1,200,000","1,200,000",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],36,72,18,254,VALID,ETB
4500000759,2024-06-27,20000218,BOSTON MEDICAL FZE.,1,"96,131,488",[NULL],2024-12-02,2025-05-13,2025-05-13,1,2025-06-05,2025-06-05,2025-06-05,1,1,1,1,1,1,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],158,162,23,0,VALID,ETB
4500003182,2025-01-30,20000407,Mission Pharma,1,"96,084,641.83",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"48,793",0,0,"48,793",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500008826,2025-12-18,20000410,Mylan Laboratories Ltd.,2,"96,018,058.57",2025-12-10,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"18,051",0,0,"18,051",PO_CREATED,8,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010449,2026-03-12,20000324,Avian International,1,"95,158,872.67",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"678,818",0,0,"678,818",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500005798,2025-07-05,20000386,Kopran Limited,1,"95,008,496.15",[NULL],2025-10-16,2025-12-30,2025-12-30,1,2026-01-13,2026-01-13,2026-01-13,30,1,1,"195,663","195,663","195,663",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],103,75,14,0,VALID,ETB
4500004730,2025-05-19,20000266,WomanCare Global Trading CIC,2,"94,809,889.17",[NULL],2026-04-30,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"2,565,034",0,0,"2,565,034",AWAITING_SHIPMENT,[NULL],346,[NULL],[NULL],[NULL],VALID,ETB
4500011741,2026-05-26,20000410,Mylan Laboratories Ltd.,1,"94,124,022.58",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"71,996",0,0,"71,996",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500007467,2025-10-08,20000215,ATMOS MedizinTechnik GmbH & Co. KG,1,"93,885,143.75",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,347,0,0,347,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001573,2024-09-17,20000235,Life Care Pharmaceuticals Trading,4,"93,791,377.09",[NULL],[NULL],2024-10-07,2025-05-30,4,2024-10-07,2025-05-31,2025-05-31,21,4,4,"286,299","286,299","286,299",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],0,236,VALID,ETB
4500006116,2025-07-24,20000213,Adonai Trading FZE,1,"93,499,485",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,300,0,0,300,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500009030,2025-12-25,20000222,Care Pharma FZ LLC,6,"93,336,807.78",2025-12-19,2026-01-29,2026-05-18,2026-06-25,3,2026-06-03,2026-07-07,2026-07-07,7,6,6,"57,417","57,415","57,415",0,FULLY_DELIVERED_WITH_GRV_DATE,6,35,109,16,34,VALID,ETB
4500010146,2026-02-26,20000686,Roche Kenya Ltd,13,"92,923,449.66",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],13,"1,001",0,0,"1,001",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010865,2026-04-03,20000683,Samed FZE,1,"92,782,580.69",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,161,0,0,161,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000795,2024-06-29,20000411,Naari Pte Limited,1,"92,066,597.10",[NULL],2024-08-08,2024-11-21,2024-11-21,1,2024-12-02,2024-12-02,[NULL],5,1,2,"829,024","412,610","412,610","3,804",PARTIALLY_RECEIVED_WITH_GRV_DATE,[NULL],40,105,11,[NULL],VALID,ETB
4500000826,2024-06-29,20000360,Guilin HBM health protection Inc,1,"90,904,829.49",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"286,809",0,0,"286,809",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001679,2024-09-25,20000328,Beeveejay Ltd,1,"90,446,755.22",[NULL],2024-11-16,2025-09-19,2025-10-24,2,2025-09-30,2025-11-17,2025-11-17,2,1,1,25,25,25,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],52,307,11,48,VALID,ETB
4500011763,2026-05-26,20000398,Macleods Pharmaceuticals Ltd.,2,"88,855,046.09",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"42,114",0,0,"42,114",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500009373,2026-01-14,10000746,Sansheng Pharmaceutical Plc,2,"87,268,455",2025-12-02,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"359,019",0,0,"359,019",PO_CREATED,43,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500011489,2026-05-14,20000346,Elsmed Healthcare Solutions Ltd.,58,"87,252,284.98",2026-01-20,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],58,"7,509",0,0,"7,509",PO_CREATED,114,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500011922,2026-06-04,20000239,Ningbo David Medical Device Co. Ltd,2,"87,217,814.48",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],4,745,0,0,745,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001704,2024-09-30,10001621,Sam's general trading plc,2,"86,881,898.22",[NULL],[NULL],2025-08-01,2026-06-26,2,2025-08-05,2026-06-29,[NULL],4,2,2,"262,919","19,875","19,875","223,169",PARTIALLY_RECEIVED_WITH_GRV_DATE,[NULL],[NULL],[NULL],4,[NULL],VALID,ETB
4500012748,2026-07-07,20000260,Tenama International FZ-LLC,1,"86,693,196.38",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"263,505",0,0,"263,505",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500012750,2026-07-07,20000249,RISE GLOBAL GMBH,1,"86,693,196.38",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"263,505",0,0,"263,505",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001530,2024-09-14,20000410,Mylan Laboratories Ltd.,3,"86,479,556.47",[NULL],2025-01-23,2025-05-29,2025-05-29,1,2025-06-11,2025-06-11,2025-06-11,11,3,3,"108,330","108,330","108,330",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],131,126,13,0,VALID,ETB
4500002293,2024-11-09,20000216,Beeveejay Limited,5,"85,705,397.30",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],5,"1,262",0,0,"1,262",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500004001,2025-03-31,20000058,"Jiangsu Saikang Medical Co.,Ltd",3,"85,593,150.61",[NULL],2025-05-27,2025-10-10,2025-11-19,2,2025-11-19,2025-11-19,2025-11-19,3,3,6,"1,797","1,794","1,794",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],57,136,40,0,VALID,ETB
4500001099,2024-07-19,20000311,Abbott Gmbh,20,"84,074,190.60",[NULL],2025-01-11,2025-03-28,2025-03-29,3,2025-03-31,2025-04-07,2025-04-07,22,18,20,"6,470","6,059","6,059",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],176,76,3,7,VALID,ETB
