MANDT,EBELN,EBELP,ETENR,PO_DOCUMENT_DATE,PO_TYPE,SUPPLIER_NUMBER,SUPPLIER_NAME,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_TYPE_DESCRIPTION,PLANT,ORDER_UNIT,ITEM_NET_VALUE_ETB,HEADER_DELETION_INDICATOR,ITEM_DELETION_INDICATOR,RETURN_ITEM_INDICATOR,DELIVERY_COMPLETED_INDICATOR,FINAL_INVOICE_INDICATOR,SCHEDULED_DELIVERY_DATE,SCHEDULED_QUANTITY,RECEIVED_QUANTITY,REDUCED_QUANTITY,OPEN_SCHEDULE_QUANTITY,OPEN_OVERDUE_STATUS,OPEN_SCHEDULE_VALUE_ETB
100,4500001637,160,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BNEL-0801,DxC 700 / DxI 800 - Na Electrode,ZLC,Laboratory commodity,HO01,PAK,"250,419.59",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500001637,180,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BSCP-0802,DxC 700/ DxI 800 - Sampl Cup-2ml of1000,ZLC,Laboratory commodity,HO01,PAK,"120,859.69",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,11,11,11,0,DELIVERY_COMPLETED,0
100,4500001637,200,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BBAG-0801,DxC 700 / DxI 800-Waste Bag of 100,ZLC,Laboratory commodity,HO01,PAK,"21,052.62",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,2,2,2,0,DELIVERY_COMPLETED,0
100,4500001637,220,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BUCP-0721,DXC 700 - L1-TP/ uri/CSF cont of 10*15ml,ZLC,Laboratory commodity,HO01,PAK,0,[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500001637,630,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BCIT-0801,DxC 700 / DxI 800 - Citranox of 1Gal,ZLC,Laboratory commodity,HO01,GLI,"22,434.86",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,2,2,2,0,DELIVERY_COMPLETED,0
100,4500001637,1220,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BVTB-0711,DxI 800 - Vitamin B12 Cal of 6*4ml,ZLC,Laboratory commodity,HO01,PAK,"15,037.76",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,2,2,2,0,DELIVERY_COMPLETED,0
100,4500001637,60,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BPRT-0801,DxC 700 / DxI 800 - Peristatic Tube of 2,ZLC,Laboratory commodity,HO01,PAK,"12,754.22",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500001637,80,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BSCP-0801,DxC 700 / DxI 800 - Samp Cup-Hit of 1000,ZLC,Laboratory commodity,HO01,PAK,"23,233.55",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,3,3,3,0,DELIVERY_COMPLETED,0
100,4500001637,100,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BCAR-0801,DxC 700 / DxI 800 - Carbon Powd Filt,ZLC,Laboratory commodity,HO01,PAK,"13,725.99",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500001637,510,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BLDL-0711,DxC 700 - LDL Cholesterol Cal of 2*1ml,ZLC,Laboratory commodity,HO01,PAK,"236,231.20",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,8,8,8,0,DELIVERY_COMPLETED,0
100,4500001637,530,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BLDL-0701,DxC 700 - LDL-Cholestrol of 4*350test,ZLC,Laboratory commodity,HO01,PAK,"693,811.63",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,9,9,9,0,DELIVERY_COMPLETED,0
100,4500001637,550,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BPUC-0701,DxC 700 -Micro T Prot-Urine/CSF of 4*125,ZLC,Laboratory commodity,HO01,PAK,"41,176.74",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500001637,570,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BSCO-0721,DxC 700 - Serum1 Control of 20*5ml,ZLC,Laboratory commodity,HO01,PAK,"183,733.18",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500001637,590,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BSCA-0711,DxC 700 - System Serum Cal of 20*5ml,ZLC,Laboratory commodity,HO01,PAK,"189,748.04",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500001637,610,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BTRG-0701,DxC 700 - Triglycerides of 4*750test,ZLC,Laboratory commodity,HO01,PAK,"108,539.43",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,7,7,7,0,DELIVERY_COMPLETED,0
100,4500001637,450,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BHDL-0701,DxC 700 - HDL-Cholestrol of 4*350test,ZLC,Laboratory commodity,HO01,PAK,"396,466.26",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,9,9,9,0,DELIVERY_COMPLETED,0
100,4500001637,470,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BIBC-0701,DxC 700 - Iron Bin Uns-UIBC of 4*200test,ZLC,Laboratory commodity,HO01,PAK,"53,861.72",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,2,2,2,0,DELIVERY_COMPLETED,0
100,4500001637,490,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BILO-0801,DxC 700 - ISE Low Serum Stand of 4*100ml,ZLC,Laboratory commodity,HO01,PAK,"88,584.69",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,6,6,6,0,DELIVERY_COMPLETED,0
100,4500001637,1110,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BTYX-0711,DxI 800 - Thyroxine (T4) Cal of 6*4ml,ZLC,Laboratory commodity,HO01,PAK,"21,052.62",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,2,2,2,0,DELIVERY_COMPLETED,0
100,4500001637,1130,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BTYF-0711-01,DxI 800 - Thyr-Free (FT4)  Calof 6x2.5ml,ZLC,Laboratory commodity,HO01,PAK,"31,578.93",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,3,3,3,0,DELIVERY_COMPLETED,0
100,4500001637,1150,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BTYR-0701,DxI 800 - Triiodothyronine (T3) of 2*50,ZLC,Laboratory commodity,HO01,PAK,"481,214.55",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,40,40,40,0,DELIVERY_COMPLETED,0
100,4500001637,1170,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BTRF-0701,DxI 800 - Triiodothyronin-Free of 2*50,ZLC,Laboratory commodity,HO01,PAK,"806,035.39",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,67,67,67,0,DELIVERY_COMPLETED,0
100,4500001637,1190,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BTRO-0711,DxI 800 -Troponin Calibrator of 6*4ml,ZLC,Laboratory commodity,HO01,PAK,"21,327.09",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,3,3,3,0,DELIVERY_COMPLETED,0
100,4500001637,1210,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BVTB-0701,DxI 800 - Vitamin B12 of 2*50test,ZLC,Laboratory commodity,HO01,PAK,"377,306.50",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,20,20,20,0,DELIVERY_COMPLETED,0
100,4500001637,790,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BBCA-0701,DXI 800 - Breast Mon CA 15-3 of 2*50test,ZLC,Laboratory commodity,HO01,PAK,"190,290.80",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,6,6,6,0,DELIVERY_COMPLETED,0
100,4500001637,810,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BCAG-0711,DxI 800 - Cancer Ag 125- Cal of 6*4ml,ZLC,Laboratory commodity,HO01,PAK,"37,731.02",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,2,2,2,0,DELIVERY_COMPLETED,0
100,4500001637,1030,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BPST-0711-01,DxI 800 - PSA - Total Calibra of 6x2.5ml,ZLC,Laboratory commodity,HO01,PAK,"25,973.30",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,2,2,2,0,DELIVERY_COMPLETED,0
100,4500001637,1050,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BPSF-0701,DxI 800 - PSA - Free of 2*50,ZLC,Laboratory commodity,HO01,PAK,"469,170",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,12,12,12,0,DELIVERY_COMPLETED,0
100,4500001637,1070,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BTES-0701,DxI 800 -Testosterone Total of 2*50test,ZLC,Laboratory commodity,HO01,PAK,"188,243.40",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,9,9,9,0,DELIVERY_COMPLETED,0
100,4500001637,1090,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BTSH-0711,DxI 800 - Thyroi Stimu Horm (TSH) Cal,ZLC,Laboratory commodity,HO01,PAK,"25,287.13",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,3,3,3,0,DELIVERY_COMPLETED,0
100,4500001637,670,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BIBF-0801,DxC 700 / DxI 800 - ISE Buffer of 4*2L,ZLC,Laboratory commodity,HO01,PAK,"178,514.54",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,16,16,16,0,DELIVERY_COMPLETED,0
100,4500001637,690,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BIIN-0801,DxC 700 / DxI 800 - ISE Int Ref of2*25ml,ZLC,Laboratory commodity,HO01,PAK,"30,347.52",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,2,2,2,0,DELIVERY_COMPLETED,0
100,4500001637,710,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BINK-0801,DxC 700/ DxI 800-ISE Na/K Sele of2*25ml,ZLC,Laboratory commodity,HO01,PAK,"59,056.87",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500001637,730,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BSUB-0801,DxC 700 / DxI 800-Substrate of 4*130ml,ZLC,Laboratory commodity,HO01,PAK,"510,784.41",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,48,48,48,0,DELIVERY_COMPLETED,0
100,4500001637,750,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BWAB-0801,DxC 700 / DxI 800 - Wash Buffer of 10L,ZLC,Laboratory commodity,HO01,JAR,"1,828,668.70",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,170,170,170,0,DELIVERY_COMPLETED,0
100,4500001637,770,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BAFP-0701-01,Un DxI 800-Alfa Feto Protein of 6x50test,ZLC,Laboratory commodity,HO01,PAK,"389,334.98",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500001637,360,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BCRE-0701,DxC 700 - Creatinine of 4*990test,ZLC,Laboratory commodity,HO01,PAK,"175,925.61",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,33,33,33,0,DELIVERY_COMPLETED,0
100,4500001637,380,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BCMB-0701,DxC 700 -Creatinin Kinase-MB of2*230test,ZLC,Laboratory commodity,HO01,PAK,"73,900.53",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,3,3,3,0,DELIVERY_COMPLETED,0
100,4500001637,400,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BGLU-0701,DxC 700 - Glucose of 4*1600test,ZLC,Laboratory commodity,HO01,PAK,"97,376.40",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,8,8,8,0,DELIVERY_COMPLETED,0
100,4500001637,420,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BHDL-0711,DxC 700 - HDL Cholestrol Cal of 2*3ml,ZLC,Laboratory commodity,HO01,PAK,"110,050.25",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,5,5,5,0,DELIVERY_COMPLETED,0
100,4500001637,440,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BHAC-0701,DxC 700 - Hemoglobin A1c of 2*250test,ZLC,Laboratory commodity,HO01,PAK,"1,482,996.77",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,9,9,9,0,DELIVERY_COMPLETED,0
100,4500001637,650,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BCOT-0801,DxC 700 / DxI 800-Contrad 70 of 1L,ZLC,Laboratory commodity,HO01,BOT,"22,203.66",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,2,2,2,0,DELIVERY_COMPLETED,0
100,4500001637,40,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BKEL-0701,DxC 700 / DxI 800  - K Electrode,ZLC,Laboratory commodity,HO01,PAK,"250,419.59",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500001637,260,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BALP-0701,DxC 700 - Alkaline Phosphat of4*1450test,ZLC,Laboratory commodity,HO01,PAK,"109,990.91",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,11,11,11,0,DELIVERY_COMPLETED,0
100,4500001637,280,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BAST-0701,DxC 700 - AST-SGOT of 4*1935test,ZLC,Laboratory commodity,HO01,PAK,"256,190.89",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,13,13,13,0,DELIVERY_COMPLETED,0
100,4500001637,300,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BBLT-0701,DxC 700 - Bilirubin Total of 4*590test,ZLC,Laboratory commodity,HO01,PAK,"145,043.99",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,13,13,13,0,DELIVERY_COMPLETED,0
100,4500001637,320,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BBCA-0711,DXI 800- Breast Mon CA 15-3 Cal of 6*4ml,ZLC,Laboratory commodity,HO01,PAK,"17,496.87",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,2,2,2,0,DELIVERY_COMPLETED,0
100,4500001637,340,1,2024-10-08,ZRDI,20000548,Beckman coulter,202-BCHO-0701,DxC 700 -Cholesterol Total of 4*1830test,ZLC,Laboratory commodity,HO01,PAK,"45,789.57",[NULL],[NULL],[NULL],X,[NULL],2025-01-08,4,4,4,0,DELIVERY_COMPLETED,0
100,4500002778,30,1,2024-12-30,ZRDI,20000250,RISE IMPORT AND EXPORT GMBH,304-SILC-0206-01,Mersilk-Gauge5.0(2)75cm on 38mm 1/2 CCN,ZMS,Medical Supply,HO01,DZ,"2,414,631.98",[NULL],[NULL],[NULL],X,[NULL],2025-03-30,"14,707","14,707","14,707",0,DELIVERY_COMPLETED,0
100,4500002778,10,1,2024-12-30,ZRDI,20000250,RISE IMPORT AND EXPORT GMBH,304-SILC-0204,Mersilk-Gauge3.5(0)75cm on 32mm 1/2 CCT,ZMS,Medical Supply,HO01,DZ,"2,216,229.24",[NULL],[NULL],[NULL],X,[NULL],2025-03-30,"13,056","13,056","13,056",0,DELIVERY_COMPLETED,0
100,4500002778,20,1,2024-12-30,ZRDI,20000250,RISE IMPORT AND EXPORT GMBH,304-SILC-0205,Mersilk-Gauge4.0(1)75cm on 30mm 1/2 CRC,ZMS,Medical Supply,HO01,DZ,"1,732,386.81",[NULL],[NULL],[NULL],X,[NULL],2025-03-30,"10,660","10,660","10,660",0,DELIVERY_COMPLETED,0
100,4500002778,40,1,2024-12-30,ZRDI,20000250,RISE IMPORT AND EXPORT GMBH,304-SILR-0205,Mersilk-Gauge4.0(1)75cm on 30mm 1/2 CRB,ZMS,Medical Supply,HO01,DZ,"2,319,898.19",[NULL],[NULL],[NULL],X,[NULL],2025-03-30,"14,130","14,130","14,130",0,DELIVERY_COMPLETED,0
100,4500003151,10,1,2025-01-28,ZHP1,20000398,Macleods Pharmaceuticals Ltd.,104-DOLU-0101,Dolutegravir (DTG)-10mg-DT of 90,ZME,Medicine,HO01,PAK,"4,563,715.90",[NULL],[NULL],[NULL],X,[NULL],2025-06-17,"9,020","9,020","9,020",0,DELIVERY_COMPLETED,0
100,4500003365,10,1,2025-02-10,ZRDI,20000215,ATMOS MedizinTechnik GmbH & Co. KG,402-SUME-0101-03,DO NOT USE !,ZMD,Medical Device,HO01,EA,"205,737,857.60",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-01,776,0,0,776,OPEN_OVERDUE,"205,737,857.60"
100,4500002558,10,1,2024-12-03,ZRDI,20000439,Sakar Healthcare Limited,106-SUXA-0301-02,Suxameth-50mg/ml in10ml-Pwd.Inj of 25,ZME,Medicine,HO01,PAK,"6,299,142.24",[NULL],[NULL],[NULL],X,[NULL],2025-04-22,"4,980","4,980","4,980",0,DELIVERY_COMPLETED,0
100,4500003368,10,1,2025-02-10,ZHP1,20000456,The Medical Export Group,403-PUOH-0101,DO NOT USE !,ZMD,Medical Device,HO01,EA,"5,546,918.41",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-30,154,0,0,154,OPEN_OVERDUE,"5,546,918.41"
100,4500004148,10,1,2025-04-24,ZRDL,10000981,Lifecare Pharmaceutical Trading,302-SYDI-0509-02,Syringe Disposable-10ml wz ndl 21Gof 100,ZMS,Medical Supply,HO01,PAK,"93,849,300",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-30,"135,000","134,995","134,995",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500004148,20,1,2025-04-24,ZRDL,10000981,Lifecare Pharmaceutical Trading,301-GAPA-0101,Gauze Paraffin with Case-10cmx10cm of10,ZMS,Medical Supply,HO01,PAK,"40,808,098.35",[NULL],[NULL],[NULL],X,[NULL],2025-06-30,"102,033","102,033","102,033",0,DELIVERY_COMPLETED,0
100,4500001658,10,1,2024-09-24,ZHP1,20000251,SD Biosensor,204-HVSY-0401,HIV/Syphilis Combo test -  of 25tests,ZLC,Laboratory commodity,HO01,PAK,"371,552,018.08",[NULL],[NULL],[NULL],X,[NULL],2024-12-09,"166,957","166,957","166,957",0,DELIVERY_COMPLETED,0
100,4500002570,10,1,2024-12-03,ZRDI,20000439,Sakar Healthcare Limited,106-VECU-0302,Vecuronium Bromide- 10mg-Powder for  inj,ZME,Medicine,HO01,EA,"9,534,253.15",[NULL],[NULL],[NULL],X,[NULL],2025-04-22,"119,969","119,969","119,969",0,DELIVERY_COMPLETED,0
100,4500003984,10,1,2025-03-28,ZHP1,10002153,Haset Meditec PLC,302-SYDI-0504,Syringe Disposable-3ml wz ndl 21G of 100,ZMS,Medical Supply,HO01,PAK,"21,930,480",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-28,"60,918",0,0,"60,918",OPEN_OVERDUE,"21,930,480"
100,4500004704,10,1,2025-05-17,ZHP1,20000549,Afrovision pharmaceuticals,209-ALCO-0102-02,"Denatured Alcohol 70% - Solution, spray",ZLC,Laboratory commodity,HO01,JAR,"214,080",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-30,320,0,0,320,OPEN_OVERDUE,"214,080"
100,4500004768,20,1,2025-05-21,ZRDI,20000394,Leben Laboratories Private Limited,103-SALB-0701,Salbutamol (Albut)2mg/5ml-Syrup of 100ml,ZME,Medicine,HO01,BOT,"1,709,358.79",[NULL],[NULL],[NULL],[NULL],[NULL],2025-07-07,"62,542",0,0,"62,542",OPEN_OVERDUE,"1,709,358.79"
100,4500004768,10,1,2025-05-21,ZRDI,20000394,Leben Laboratories Private Limited,109-CHLO-0102,Chlorpheniramin Maleat-4mg-Tab of 10x10,ZME,Medicine,HO01,PAK,"1,152,072.08",[NULL],[NULL],[NULL],[NULL],[NULL],2025-07-07,"42,152",0,0,"42,152",OPEN_OVERDUE,"1,152,072.08"
100,4500002426,10,1,2024-11-19,ZHP1,20000030,Hebei Pukang Medical Instruments Co,401-COEX-0102,DO NOT USE !,ZMD,Medical Device,HO01,EA,"6,443,304",[NULL],[NULL],[NULL],X,[NULL],2025-04-08,500,500,500,0,DELIVERY_COMPLETED,0
100,4500002426,20,1,2024-11-19,ZHP1,20000030,Hebei Pukang Medical Instruments Co,401-TRIN-0101,DO NOT USE !,ZMD,Medical Device,HO01,EA,"6,111,934.08",[NULL],[NULL],[NULL],X,[NULL],2025-04-08,150,150,150,0,DELIVERY_COMPLETED,0
100,4500002581,10,1,2024-12-04,ZHP1,20000025,"Guangdong Biolight Meditech Co.,Ltd",403-PUOH-0101,DO NOT USE !,ZMD,Medical Device,HO01,EA,"6,137,236.58",[NULL],[NULL],[NULL],X,[NULL],2025-03-07,400,400,400,0,DELIVERY_COMPLETED,0
100,4500002164,10,1,2024-11-01,ZHP1,20000025,"Guangdong Biolight Meditech Co.,Ltd",403-PUOH-0101,DO NOT USE !,ZMD,Medical Device,HO01,EA,"6,137,236.58",[NULL],[NULL],[NULL],X,[NULL],2025-01-30,400,400,400,0,DELIVERY_COMPLETED,0
100,4500001529,10,1,2024-09-14,ZHP1,20000398,Macleods Pharmaceuticals Ltd.,104-LAMI-0101,Lamivudine (3TC)- 150mg - Tablet of 60,ZME,Medicine,HO01,PAK,"7,135,511.48",[NULL],[NULL],[NULL],[NULL],[NULL],2025-02-01,"33,380","33,368","33,368",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500001529,20,1,2024-09-14,ZHP1,20000398,Macleods Pharmaceuticals Ltd.,104-LATE-0101,3TC+TDF-(300mg+300mg)-Tablet of 30,ZME,Medicine,HO01,PAK,"44,646,329.26",[NULL],[NULL],[NULL],[NULL],[NULL],2025-02-01,"130,246","130,222","130,222",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500004821,10,1,2025-05-23,ZRDI,20000370,High Technology Inc,403-ANCH-0101-01,"Analyzer-Cl.Haematology,3D,Hitech MCC-20",ZMD,Medical Device,HO01,EA,0,[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-12,40,0,0,40,OPEN_OVERDUE,0
100,4500004821,30,1,2025-05-23,ZRDI,20000370,High Technology Inc,203-MCLY-0701,Micro CC-20 Plus - Lyse of 1L,ZLC,Laboratory commodity,HO01,BOT,"3,144,409.50",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-23,160,0,0,160,OPEN_OVERDUE,"3,144,409.50"
100,4500004821,50,1,2025-05-23,ZRDI,20000370,High Technology Inc,203-MCEN-0701,Micro CC-20 Plus - Enzyme Cleaner of50ml,ZLC,Laboratory commodity,HO01,BOT,"1,280,670.10",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-23,240,0,0,240,OPEN_OVERDUE,"1,280,670.10"
100,4500004821,20,1,2025-05-23,ZRDI,20000370,High Technology Inc,203-MCDL-0701,Micro CC-20 Plus - Diluent of 20L,ZLC,Laboratory commodity,HO01,JAR,"3,279,764.88",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-23,280,0,0,280,OPEN_OVERDUE,"3,279,764.88"
100,4500004821,40,1,2025-05-23,ZRDI,20000370,High Technology Inc,203-MCCL-0701,Micro CC-20 Plus - Cleaner of 1L,ZLC,Laboratory commodity,HO01,BOT,"3,195,740.43",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-23,520,0,0,520,OPEN_OVERDUE,"3,195,740.43"
100,4500002335,10,1,2024-11-12,ZHP1,20000475,Zaman Project Management,401-COLB-0101-07,DO NOT USE !,ZMD,Medical Device,HO01,EA,"25,523,414.33",[NULL],[NULL],[NULL],X,[NULL],2025-02-28,487,487,487,0,DELIVERY_COMPLETED,0
100,4500002113,10,1,2024-10-30,ZRDI,20000481,Khandelwal Laboratories Pvt. Ltd.,115-TAMO-0102,Tamoxifen Citrate-20mg-Tablet of 3x10,ZME,Medicine,HO01,PAK,"1,369,904.06",[NULL],[NULL],[NULL],X,[NULL],2025-03-19,"9,936","9,936","9,936",0,DELIVERY_COMPLETED,0
100,4500002552,20,1,2024-12-03,ZRDI,20000400,Medicamen Biotech Limited,103-SALB-0102,Salbutamol (Albuterol)-4mg-Tab of 10x10,ZME,Medicine,HO01,PAK,"1,352,710.44",[NULL],[NULL],[NULL],X,[NULL],2025-04-22,"32,407","32,407","32,407",0,DELIVERY_COMPLETED,0
100,4500001764,10,1,2024-10-07,ZHP1,20000259,Tagros Chemicals India Ltd.,209-CLOT-0201,Clothianidin 50%W/W - 150g of 1 Sachet,ZLC,Laboratory commodity,HO01,SAC,"534,415,091.46",[NULL],[NULL],[NULL],X,[NULL],2025-02-24,"567,114","567,114","567,114",0,DELIVERY_COMPLETED,0
100,4500004719,50,1,2025-05-19,ZRDL,10000748,Addis Pharmaceutical Factory Sc.,119-SULP-1501,Sulphur-10%-Ointment of 50gm,ZME,Medicine,HO01,TU,"11,953,116",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-02,"123,228",0,0,"123,228",OPEN_OVERDUE,"11,953,116"
100,4500004719,20,1,2025-05-19,ZRDL,10000748,Addis Pharmaceutical Factory Sc.,104-GRIS-0102,Griseofulvin - 250mg ΓÇô Tablet of 10x10,ZME,Medicine,HO01,PAK,"18,903,756",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-02,"27,044",0,0,"27,044",OPEN_OVERDUE,"18,903,756"
100,4500004719,40,1,2025-05-19,ZRDL,10000748,Addis Pharmaceutical Factory Sc.,104-METR-0601,Metronidazole-125mg/5ml-Susp of 100ml,ZME,Medicine,HO01,BOT,"22,881,168",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-02,"476,691",0,0,"476,691",OPEN_OVERDUE,"22,881,168"
100,4500004719,10,1,2025-05-19,ZRDL,10000748,Addis Pharmaceutical Factory Sc.,104-AMOX-0202,Amoxicillin-500mg-Capsule of 50x10,ZME,Medicine,HO01,BX,"723,076,227",[NULL],[NULL],[NULL],[NULL],[NULL],2025-06-02,"307,823","192,166","195,234",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500004719,30,1,2025-05-19,ZRDL,10000748,Addis Pharmaceutical Factory Sc.,102-DOPM-0101-02,Methyldopa - 250mg - Tablet of 100x10,ZME,Medicine,HO01,PAK,"16,943,763",[NULL],[NULL],[NULL],X,[NULL],2025-06-02,"4,237","4,237","4,237",0,DELIVERY_COMPLETED,0
100,4500001539,10,1,2024-09-14,ZHP1,20000394,Leben Laboratories Private Limited,104-SUTR-0102,Sulpha+Trimeth-(800+160)mg-Tab of 10x100,ZME,Medicine,HO01,PAK,"48,083,452.43",[NULL],[NULL],[NULL],X,[NULL],2025-02-01,"19,007","19,007","19,007",0,DELIVERY_COMPLETED,0
100,4500001539,20,1,2024-09-14,ZHP1,20000394,Leben Laboratories Private Limited,104-SUTR-0601,Sulpha+ Trimeth 240mg/5ml Susp of 100ml,ZME,Medicine,HO01,BOT,"2,724,761.01",[NULL],[NULL],[NULL],X,[NULL],2025-02-01,"76,934","76,934","76,934",0,DELIVERY_COMPLETED,0
